"Dátum","Árfolyam","NEÉ","Kifizetett hozam","Napi befjegy. forgalom","Napi befjegy. forgalom változás(%)","3 hónapos hozam","6 hónapos hozam","1 éves hozam","3 éves hozam","5 éves hozam","10 éves hozam"
"2023/10/11","2,472463","2514907933","0","721598,22","0,03%","2,41%","4,5%","10,88%","4,18%","3,37%","1,79%"
"2023/10/10","2,469352","2511022836","0","-1537994,37","-0,06%","2,41%","4,28%","10,79%","4,14%","3,35%","1,79%"
"2023/10/09","2,465452","2508592588","0","46585,2","0%","2,28%","4,12%","10,72%","4,08%","3,31%","1,82%"
"2023/10/06","2,460982","2503997871","0","2520328,69","0,1%","2,16%","3,93%","10,56%","4%","3,27%","1,77%"
"2023/10/05","2,4609","2501394193","0","-0,08","-0%","2,23%","3,97%","10,59%","4,03%","3,27%","1,77%"
"2023/10/04","2,460168","2500650148","0","89933,42","0%","2,17%","4,02%","10,64%","4,05%","3,19%","1,77%"
"2023/10/03","2,459433","2499813147","0","2562884,45","0,1%","2,17%","4,15%","10,54%","4,04%","3,11%","1,79%"
"2023/10/02","2,459134","2496946665","0","-5231005,46","-0,21%","2,25%","4,31%","10,57%","4,04%","3,13%","1,77%"
"2023/09/29","2,458309","2501338230","0","66160,55","0%","2,25%","4,43%","10,58%","3,9%","3,1%","1,76%"
"2023/09/28","2,458371","2501335153","0","135084,11","0,01%","2,29%","4,42%","10,9%","3,97%","3,1%","1,76%"
"2023/09/27","2,457207","2500015790","0","-7281330,64","-0,29%","2,27%","4,35%","10,79%","4,01%","3,03%","1,76%"
"2023/09/26","2,456304","2506375713","0","-2519,78","-0%","2,26%","4,21%","10,76%","3,99%","3,05%","1,75%"
"2023/09/25","2,45646","2506537413","0","19511,29","0%","2,38%","4,21%","11,01%","4%","3,06%","1,76%"
"2023/09/21","2,452681","2502661893","0","53373,06","0%","2,25%","4,16%","11,15%","3,81%","3,01%","1,72%"
"2023/09/20","2,455078","2505054314","0","-662863,71","-0,03%","2,36%","4,42%","11,26%","3,76%","3,06%","1,73%"
"2023/09/19","2,451941","2502515473","0","22430,42","0%","2,19%","4,52%","11,22%","3,72%","3,08%","1,7%"
"2023/09/18","2,450916","2501446910","0","-12933096,41","-0,51%","2,12%","4,48%","11,3%","3,7%","3,1%","1,7%"
"2023/09/15","2,452599","2516106586","0","51646,9","0%","2,26%","4,33%","11,2%","3,72%","3,1%","1,75%"
"2023/09/14","2,454103","2517597852","0","-1445763,84","-0,06%","2,4%","4,4%","11,71%","3,7%","3,12%","1,76%"
"2023/09/13","2,453532","2518457506","0","19014,51","0%","2,48%","4,3%","11,84%","3,67%","3,11%","1,75%"
"2023/09/12","2,454429","2519359221","0","51953,05","0%","2,64%","4,43%","11,8%","3,68%","3,12%","1,77%"
"2023/09/11","2,453628","2518485095","0","-9644190,99","-0,38%","2,69%","4,39%","11,67%","3,67%","3,1%","1,76%"
"2023/09/08","2,453694","2528197290","0","-409018,65","-0,02%","2,63%","4,71%","11,66%","3,68%","3,06%","1,81%"
"2023/09/07","2,455793","2530769392","0","-522084,35","-0,02%","2,78%","4,9%","11,71%","3,7%","3,08%","1,81%"
"2023/09/06","2,454483","2529941203","0","42379,47","0%","2,67%","4,79%","11,86%","3,68%","3,01%","1,81%"
"2023/09/05","2,453165","2528540327","0","314493,33","0,01%","2,64%","4,87%","12,82%","3,66%","3,02%","1,8%"
"2023/09/04","2,456536","2531699978","0","-156167,16","-0,01%","2,75%","5,01%","13,06%","3,71%","3,05%","1,82%"
"2023/09/01","2,455123","2530399821","0","-3289069,64","-0,13%","2,55%","5,29%","13,04%","3,71%","2,99%","1,81%"
"2023/08/31","2,458082","2536742581","0","-0,09","-0%","2,78%","5,32%","13,2%","3,78%","3,02%","1,82%"
"2023/08/30","2,455453","2534029451","0","-945095,85","-0,04%","2,72%","5,21%","13,02%","3,75%","3%","1,81%"
"2023/08/29","2,453234","2532683683","0","-995912,98","-0,04%","2,73%","5,11%","12,71%","3,72%","2,97%","1,8%"
"2023/08/28","2,448655","2528950443","0","-4332412,33","-0,17%","2,54%","4,92%","12,56%","3,65%","2,94%","1,77%"
"2023/08/25","2,449232","2533879797","0","-943998,13","-0,04%","2,58%","5,18%","12,64%","3,75%","2,92%","1,75%"
"2023/08/24","2,448563","2534131416","0","8197,93","0%","2,48%","5,15%","12,35%","3,72%","2,91%","1,75%"
"2023/08/23","2,447704","2533234202","0","-5140178,53","-0,2%","2,36%","5,02%","12,37%","3,62%","2,9%","1,75%"
"2023/08/22","2,446948","2537590376","0","-1193464,45","-0,05%","2,31%","5,06%","12,59%","3,61%","2,9%","1,75%"
"2023/08/21","2,446267","2538077282","0","18330,13","0%","2,32%","5,05%","13,01%","3,6%","2,9%","1,73%"
"2023/08/18","2,444769","2536504742","0","-708716,33","-0,03%","2,33%","4,99%","13,11%","3,49%","2,89%","1,73%"
"2023/08/17","2,444091","2536509821","0","118851,01","0%","2,37%","4,97%","13,21%","3,47%","2,89%","1,72%"
"2023/08/16","2,443352","2535624062","0","-1036795,11","-0,04%","2,27%","4,9%","12,99%","3,55%","2,88%","1,72%"
"2023/08/15","2,442769","2536055593","0","-48206064,59","-1,87%","2,22%","4,98%","13,24%","3,55%","2,86%","1,71%"
"2023/08/14","2,441022","2582413466","0","118269,85","0%","2,21%","4,95%","13,55%","3,52%","2,87%","1,71%"
"2023/08/11","2,439795","2580997184","0","76885,59","0%","2,1%","5,16%","13,65%","3,43%","2,84%","1,69%"
"2023/08/10","2,439275","2580370220","0","423379,7","0,02%","2,12%","5,14%","13,67%","3,33%","2,84%","1,69%"
"2023/08/09","2,438471","2579096474","0","17845,02","0%","2,23%","4,96%","13,52%","3,32%","2,86%","1,69%"
"2023/08/08","2,437793","2578361534","0","-3295440,91","-0,13%","2,24%","5,1%","13,46%","3,31%","2,87%","1,69%"
"2023/08/07","2,437229","2581059691","0","0,15","0%","2,14%","5,17%","13,59%","3,3%","2,85%","1,68%"
"2023/08/04","2,435243","2578956489","0","-955840,4","-0,04%","1,92%","5,12%","13,54%","3,29%","2,8%","1,64%"
"2023/08/03","2,434814","2579457844","0","-4303469,87","-0,17%","2,1%","5,1%","13,5%","3,35%","2,8%","1,64%"
"2023/08/02","2,433309","2582164247","0","-1720592,67","-0,07%","2,16%","5,07%","13,56%","3,33%","2,8%","1,63%"
"2023/08/01","2,435535","2586248587","0","34833583,7","1,36%","2,42%","5,43%","13,71%","3,36%","2,8%","1,65%"
"2023/07/31","2,444863","2561186819","0","90802,13","0%","2,82%","5,85%","14,14%","3,49%","2,89%","1,73%"
"2023/07/28","2,442901","2559040740","0","-0,13","-0%","2,73%","5,81%","14,17%","3,49%","2,88%","1,69%"
"2023/07/27","2,436955","2552812057","0","-13783287,72","-0,54%","2,58%","5,56%","13,54%","3,43%","2,83%","1,67%"
"2023/07/26","2,426591","2555680004","0","13200,18","0%","2,04%","5,08%","13,44%","3,34%","2,72%","1,62%"
"2023/07/25","2,425666","2554692601","0","-5319,37","-0%","1,99%","5,16%","13,54%","3,33%","2,7%","1,6%"
"2023/07/24","2,426451","2555524678","0","560632,07","0,02%","2,16%","5,19%","13,38%","3,34%","2,73%","1,59%"
"2023/07/21","2,426531","2555048283","0","-1572156,8","-0,06%","2,32%","5,48%","13,87%","3,29%","2,73%","1,63%"
"2023/07/20","2,423464","2553389014","0","169421,82","0,01%","2,23%","5,34%","14,1%","3,33%","2,71%","1,62%"
"2023/07/19","2,425224","2555073825","0","13646,87","0%","2,44%","5,58%","14,29%","3,45%","2,71%","1,62%"
"2023/07/18","2,424535","2554334292","0","-221786,67","-0,01%","2,44%","5,37%","13,42%","3,44%","2,68%","1,63%"
"2023/07/17","2,424569","2554591902","0","67858,7","0%","2,52%","5,3%","13,05%","3,44%","2,72%","1,65%"
"2023/07/14","2,427317","2557419334","0","-16279607,9","-0,63%","2,61%","5,6%","13,3%","3,53%","2,75%","1,67%"
"2023/07/13","2,426213","2572528364","0","-1108594,63","-0,04%","2,37%","5,56%","13,13%","3,49%","2,74%","1,67%"
"2023/07/12","2,422123","2569298438","0","14067,69","0%","2,22%","5,5%","13,13%","3,45%","2,71%","1,65%"
"2023/07/11","2,414353","2561042287","0","-29291483,94","-1,13%","2,05%","5,28%","13,19%","3,33%","2,71%","1,63%"
"2023/07/10","2,411278","2587034636","0","17696,83","0%","1,83%","5,43%","13,51%","3,29%","2,65%","1,65%"
"2023/07/07","2,410406","2586081386","0","-652682,27","-0,03%","1,79%","5,51%","13,2%","3,19%","2,7%","1,65%"
"2023/07/06","2,408906","2585124339","0","4239784,91","0,16%","1,73%","5,45%","12,94%","3,16%","2,69%","1,65%"
"2023/07/05","2,407223","2579081400","0","-1352989,36","-0,05%","1,7%","5,8%","13,06%","3,21%","2,71%","1,64%"
"2023/07/04","2,407962","2581226564","0","-4162020,42","-0,16%","1,81%","5,57%","13,88%","3,22%","2,74%","1,62%"
"2023/07/03","2,407155","2584522122","0","-31472792,88","-1,2%","1,94%","5,97%","13,8%","3,21%","2,71%","1,64%"
"2023/06/30","2,404915","2613560577","0","-1637694,79","-0,06%","2,1%","6,05%","13,91%","3,2%","2,68%","1,65%"
"2023/06/29","2,404289","2614517535","0","0,15","0%","2,13%","6,03%","14,24%","3,23%","2,67%","1,64%"
"2023/06/28","2,403451","2613606261","0","15146,58","0%","2,09%","6,1%","14,42%","3,22%","2,67%","1,64%"
"2023/06/27","2,402685","2612758141","0","-1127372,91","-0,04%","2,03%","6,05%","14,36%","3,21%","2,71%","1,64%"
"2023/06/26","2,40193","2613064148","0","-8875431,87","-0,34%","1,9%","5,9%","14,29%","3,2%","2,7%","1,64%"
"2023/06/23","2,399287","2619054489","0","8906,66","0%","1,78%","5,79%","14,08%","3%","2,61%","1,64%"
"2023/06/22","2,400082","2619913399","0","65906,28","0%","1,84%","5,71%","13,97%","3,06%","2,61%","1,64%"
"2023/06/21","2,398681","2618318209","0","-3713343,3","-0,14%","1,87%","5,71%","14,07%","3,15%","2,6%","1,63%"
"2023/06/20","2,398415","2621740784","0","29972,43","0%","2,01%","5,73%","13,93%","3,15%","2,56%","1,63%"
"2023/06/19","2,399504","2622901199","0","-888463,5","-0,03%","2,28%","5,63%","14,01%","3,16%","2,59%","1,63%"
"2023/06/16","2,400069","2624407474","0","149252,43","0,01%","2,01%","5,53%","13,83%","3,07%","2,52%","1,63%"
"2023/06/15","2,398302","2622326167","0","-2604205,6","-0,1%","2,02%","5,51%","13,9%","3,14%","2,5%","1,62%"
"2023/06/14","2,396498","2622955903","0","-8910212,87","-0,34%","1,95%","5,44%","13,79%","3,09%","2,51%","1,62%"
"2023/06/13","2,394052","2629179886","0","-924241,03","-0,04%","1,77%","5,37%","13,64%","3,06%","2,51%","1,61%"
"2023/06/12","2,391361","2627147796","0","-3981991,11","-0,15%","1,75%","5,46%","13,67%","3,02%","2,47%","1,6%"
"2023/06/09","2,389312","2628875345","0","-1184553,74","-0,05%","1,95%","5,37%","13,87%","2,73%","2,49%","1,57%"
"2023/06/08","2,390763","2631657102","0","39540,09","0%","2,03%","5,3%","13,72%","2,77%","2,51%","1,58%"
"2023/06/07","2,389295","2630001670","0","1324,12","0%","2,06%","5,14%","13,75%","2,76%","2,51%","1,57%"
"2023/06/06","2,390537","2631367469","0","-253674,21","-0,01%","2,06%","5,4%","13,86%","2,77%","2,5%","1,58%"
"2023/06/05","2,39016","2631206123","0","-1603364,73","-0,06%","2,17%","5,6%","13,84%","2,77%","2,57%","1,58%"
"2023/06/02","2,390768","2633479212","0","2785971,27","0,11%","2,42%","5,52%","13,88%","2,91%","2,64%","1,54%"
"2023/06/01","2,393967","2634213276","0","14891162,45","0,57%","2,66%","5,67%","14,03%","2,96%","2,67%","1,55%"
"2023/05/31","2,39163","2616765121","0","29069,79","0%","2,47%","5,92%","13,91%","2,93%","2,74%","1,54%"
"2023/05/30","2,390542","2615545646","0","20023,39","0%","2,43%","5,87%","13,89%","2,91%","2,68%","1,53%"
"2023/05/26","2,388003","2612747667","0","2082794,35","0,08%","2,55%","5,83%","13,81%","2,8%","2,65%","1,53%"
"2023/05/25","2,387591","2610214457","0","-34074772,62","-1,29%","2,53%","5,81%","13,84%","2,78%","2,65%","1,52%"
"2023/05/24","2,389288","2646168680","0","2444201,1","0,09%","2,61%","5,92%","13,76%","2,82%","2,63%","1,53%"
"2023/05/23","2,391225","2645867751","0","10716497,99","0,41%","2,6%","6,03%","13,76%","2,84%","2,63%","1,55%"
"2023/05/22","2,391785","2635768378","0","-332657,14","-0,01%","2,7%","6,25%","13,79%","2,85%","2,63%","1,51%"
"2023/05/19","2,390811","2635027543","0","-735590,6","-0,03%","2,68%","6,5%","13,75%","2,65%","2,65%","1,52%"
"2023/05/18","2,389144","2633925340","0","73536,2","0%","2,61%","6,43%","13,69%","2,64%","2,64%","1,51%"
"2023/05/17","2,387617","2632168401","0","41319,98","0%","2,54%","6,34%","13,47%","2,55%","2,62%","1,5%"
"2023/05/16","2,389224","2633898650","0","-10151777,5","-0,38%","2,57%","6,38%","13,34%","2,57%","2,63%","1,51%"
"2023/05/15","2,389703","2644580516","0","56244,36","0%","2,7%","6,67%","13,35%","2,58%","2,68%","1,52%"
"2023/05/12","2,388285","2642955066","0","-105753,57","-0%","2,94%","6,87%","13,38%","2,7%","2,63%","1,55%"
"2023/05/11","2,389672","2644595781","0","-591787,3","-0,02%","3%","6,94%","13,82%","2,71%","2,64%","1,55%"
"2023/05/10","2,38853","2643923460","0","-3989810,27","-0,15%","2,95%","6,92%","13,66%","2,64%","2,65%","1,55%"
"2023/05/09","2,385313","2644346919","0","84205,71","0%","2,67%","7,04%","13,26%","2,59%","2,68%","1,61%"
"2023/05/08","2,384459","2643316003","0","-820033,66","-0,03%","2,8%","6,87%","13,78%","2,58%","2,78%","1,6%"
"2023/05/05","2,386059","2645910283","0","106451,14","0%","3%","7,05%","13,99%","2,65%","2,81%","1,63%"
"2023/05/04","2,389293","2649389883","0","39585,65","0%","3,14%","7,2%","14,16%","2,67%","2,84%","1,65%"
"2023/05/03","2,384652","2644204158","0","-7885906,05","-0,3%","2,94%","7,06%","13,92%","2,65%","2,9%","1,63%"
"2023/05/02","2,38194","2649073914","0","-2277160,71","-0,09%","2,86%","6,99%","13,81%","2,61%","2,88%","1,65%"
"2023/04/28","2,377876","2646827413","0","3906886,43","0,15%","3%","6,96%","13,56%","2,35%","2,69%","1,59%"
"2023/04/27","2,375638","2640433073","0","46599,87","0%","2,9%","6,9%","13,43%","2,4%","2,68%","1,58%"
"2023/04/26","2,378136","2643162858","0","-10968426,26","-0,41%","2,99%","7,04%","13,56%","2,28%","2,7%","1,59%"
"2023/04/25","2,378276","2654287532","0","-6963646,81","-0,26%","3,1%","7,09%","13,63%","2,28%","2,82%","1,59%"
"2023/04/24","2,375087","2657682741","0","-4039261,06","-0,15%","2,97%","6,98%","13,53%","2,24%","2,83%","1,56%"
"2023/04/21","2,371622","2657838832","0","73235,81","0%","3,09%","6,81%","13,37%","2,32%","2,69%","1,56%"
"2023/04/20","2,370504","2656512706","0","14218,57","0%","3,04%","6,87%","13,01%","2,28%","2,68%","1,56%"
"2023/04/19","2,367473","2653101806","0","-12238440,73","-0,46%","3,07%","6,85%","12,85%","2,34%","2,59%","1,54%"
"2023/04/18","2,366703","2664473368","0","82945,55","0%","2,85%","6,76%","13,19%","2,33%","2,53%","1,56%"
"2023/04/17","2,365085","2662568908","0","-6810399,39","-0,26%","2,72%","6,47%","13,12%","2,3%","2,53%","1,57%"
"2023/04/14","2,365511","2669860117","0","49464,77","0%","2,91%","6,49%","13,14%","2,07%","2,69%","1,51%"
"2023/04/13","2,37003","2674910977","0","593097,46","0,02%","3,11%","6,29%","13,08%","2,13%","2,73%","1,53%"
"2023/04/12","2,369431","2673641974","0","1195942,63","0,04%","3,2%","6,19%","13,3%","2,12%","2,73%","1,53%"
"2023/04/11","2,365908","2668472492","0","-1036299,03","-0,04%","3,16%","6,1%","13,06%","2,07%","2,73%","1,45%"
"2023/04/06","2,367975","2671841035","0","381568,6","0,01%","3,66%","6,38%","12,93%","2,03%","2,87%","1,58%"
"2023/04/05","2,366985","2670342586","0","-266340,6","-0,01%","4,03%","6,37%","12,75%","2,11%","2,66%","1,58%"
"2023/04/04","2,365107","2668490027","0","-37874,11","-0%","3,69%","6,36%","12,38%","2,08%","2,69%","1,62%"
"2023/04/03","2,3614","2664345328","0","-39876329,45","-1,48%","3,96%","6,14%","12,39%","2,03%","2,78%","1,61%"
"2023/03/31","2,357562","2699826467","0","-16960,37","-0%","3,93%","6%","12,24%","2,17%","2,59%","1,59%"
"2023/03/30","2,355343","2697302263","0","17891,19","0%","3,86%","5,9%","11,85%","2,02%","2,57%","1,58%"
"2023/03/29","2,354106","2695867788","0","24840,47","0%","3,81%","5,89%","11,67%","2,08%","2,56%","1,58%"
"2023/03/28","2,354205","2695956319","0","23358,26","0%","3,92%","6,2%","11,92%","2,08%","2,63%","1,58%"
"2023/03/27","2,354846","2696667006","0","-22620593,3","-0,83%","3,94%","6,17%","11,9%","2,09%","2,6%","1,58%"
"2023/03/24","2,357162","2721962029","0","344376,11","0,01%","3,93%","6,52%","12,12%","2,16%","2,47%","1,58%"
"2023/03/23","2,357279","2721752743","0","15662,09","0%","3,94%","6,53%","12,42%","2,29%","2,47%","1,58%"
"2023/03/22","2,356687","2721053552","0","-0,28","-0%","3,79%","6,82%","12,07%","2,32%","2,51%","1,57%"
"2023/03/21","2,354751","2718818228","0","-7067043,56","-0,26%","3,77%","6,71%","12,14%","2,29%","2,58%","1,56%"
"2023/03/20","2,351137","2721701666","0","-1043660,37","-0,04%","3,65%","6,55%","12%","2,24%","2,56%","1,54%"
"2023/03/17","2,345923","2716707229","0","-60604,41","-0%","3,15%","6,53%","12,02%","2,22%","2,54%","1,46%"
"2023/03/16","2,352844","2724782909","0","2452025,8","0,09%","3,45%","6,85%","12,56%","2,37%","2,6%","1,49%"
"2023/03/14","2,35073","2719884904","0","25039,8","0%","3,43%","7%","11,27%","2,49%","2,58%","1,48%"
"2023/03/13","2,35238","2721768960","0","217336,85","0,01%","3,54%","7,23%","11,35%","2,51%","2,59%","1,49%"
"2023/03/10","2,35034","2719191475","0","344813,35","0,01%","3,65%","6,97%","11,07%","2,47%","2,57%","1,56%"
"2023/03/09","2,343695","2711159801","0","-13200960,53","-0,48%","3,36%","6,67%","10,99%","2,37%","2,51%","1,53%"
"2023/03/08","2,343302","2723903930","0","12389,06","0%","3,21%","6,64%","9,76%","2,36%","2,51%","1,53%"
"2023/03/07","2,341107","2721340038","0","37987,42","0%","3,02%","6,5%","10,39%","2,33%","2,49%","1,56%"
"2023/03/06","2,342319","2722710879","0","50364,17","0%","3,27%","6,75%","11,08%","2,35%","2,48%","1,59%"
"2023/03/03","2,339313","2719166406","0","1213499,89","0,04%","3,25%","7,66%","11,65%","2,26%","2,44%","1,61%"
"2023/03/02","2,334305","2712134314","0","-198049,57","-0,01%","3,03%","7,43%","11,55%","2,18%","2,4%","1,59%"
"2023/03/01","2,331874","2709507677","0","-9929499,49","-0,36%","2,93%","7,36%","11,14%","2,12%","2,38%","1,58%"
"2023/02/28","2,333877","2721773080","0","-7211974,15","-0,26%","3,37%","7,28%","11,74%","2,15%","2,39%","1,6%"
"2023/02/27","2,333439","2728472904","0","-1178608,18","-0,04%","3,41%","7,26%","11,77%","2,13%","2,39%","1,6%"
"2023/02/24","2,328616","2724009578","0","1132988,05","0,04%","3,23%","6,85%","11,48%","2,05%","2,35%","1,58%"
"2023/02/23","2,330715","2725330974","0","0,38","0%","3,35%","7%","11,76%","2,17%","2,36%","1,59%"
"2023/02/22","2,328987","2723310404","0","293472,99","0,01%","3,46%","7,16%","11,57%","2,14%","2,34%","1,58%"
"2023/02/21","2,328652","2722625254","0","-2347933,66","-0,09%","3,65%","7,57%","11,26%","2,14%","2,32%","1,57%"
"2023/02/20","2,330024","2726578693","0","12421,75","0%","3,79%","7,64%","11,3%","2,2%","2,35%","1,58%"
"2023/02/17","2,32847","2724747799","0","-8785452,28","-0,32%","3,71%","7,85%","11,24%","2,15%","2,34%","1,62%"
"2023/02/16","2,329326","2734538162","0","451029,89","0,02%","3,71%","7,72%","11,3%","2,14%","2,35%","1,63%"
"2023/02/15","2,326961","2731311172","0","-1136780,95","-0,04%","3,87%","7,88%","11,18%","2,11%","2,32%","1,62%"
"2023/02/14","2,32593","2731237295","0","-14072142,41","-0,51%","3,99%","8,19%","11,14%","2,09%","2,31%","1,61%"
"2023/02/13","2,326092","2745500647","0","-13621396,38","-0,49%","4,09%","8,2%","11,16%","2,08%","2,31%","1,59%"
"2023/02/10","2,320079","2751989651","0","-8483454,84","-0,31%","3,85%","8,11%","10,84%","2,06%","2,25%","1,58%"
"2023/02/09","2,323198","2764184150","0","17577,06","0%","4,25%","8,15%","11,04%","2,14%","2,28%","1,59%"
"2023/02/08","2,319536","2759809485","0","-507338,41","-0,02%","3,96%","7,95%","10,9%","2,08%","2,24%","1,58%"
"2023/02/07","2,317404","2757779680","0","-2476194,12","-0,09%","3,87%","8,01%","10,83%","2,05%","2,18%","1,57%"
"2023/02/06","2,316497","2759175548","0","-1704759,05","-0,06%","3,93%","7,96%","10,69%","2,04%","2,17%","1,56%"
"2023/02/03","2,31663","2761038821","0","-13159978,4","-0,47%","4,01%","7,99%","10,69%","2,13%","2,17%","1,55%"
"2023/02/02","2,315794","2773197677","0","-3636122,37","-0,13%","4,02%","8,08%","10,57%","2,11%","2,16%","1,55%"
"2023/02/01","2,3102","2770126118","0","-3146550,85","-0,11%","3,92%","7,86%","10,29%","2,03%","2,11%","1,53%"
"2023/01/31","2,30965","2772612423","0","-28491,24","-0%","3,89%","7,82%","9,98%","2,02%","2,1%","1,53%"
"2023/01/30","2,308955","2771806595","0","207905,14","0,01%","3,86%","7,79%","9,79%","2%","2,09%","1,48%"
"2023/01/27","2,30869","2771280592","0","-6773902,16","-0,24%","3,88%","7,57%","10,01%","1,94%","2,08%","1,47%"
"2023/01/26","2,309174","2778636893","0","104039,62","0%","3,94%","7,95%","10,06%","1,9%","2,08%","1,47%"
"2023/01/25","2,306668","2775517488","0","-1003894,26","-0,04%","3,86%","7,97%","9,94%","1,86%","2,07%","1,46%"
"2023/01/24","2,306646","2776494901","0","-249816,37","-0,01%","3,9%","7,78%","9,97%","1,86%","2,05%","1,49%"
"2023/01/23","2,306012","2775981507","0","-1337102,12","-0,05%","3,86%","7,75%","9,98%","1,79%","2,03%","1,51%"
"2023/01/20","2,300549","2770739072","0","26140,89","0%","3,72%","8,31%","9,73%","1,64%","1,99%","1,48%"
"2023/01/19","2,297049","2766497635","0","-14317,5","-0%","3,67%","8,25%","9,58%","1,6%","1,96%","1,46%"
"2023/01/18","2,301079","2771365590","0","-12718910,32","-0,46%","3,8%","7,65%","9,8%","1,66%","2%","1,48%"
"2023/01/17","2,302529","2785838861","0","-11012373,99","-0,39%","3,65%","7,36%","9,75%","1,68%","2,01%","1,48%"
"2023/01/16","2,301412","2795494430","0","-603513,72","-0,02%","3,61%","7,3%","9,68%","1,73%","1,97%","1,49%"
"2023/01/13","2,298511","2792573377","0","-6917228,18","-0,25%","3,08%","7,17%","9,54%","1,73%","1,96%","1,44%"
"2023/01/12","2,295924","2796339747","0","-4124721,25","-0,15%","2,9%","7,24%","9,51%","1,75%","1,93%","1,43%"
"2023/01/11","2,293355","2797330918","0","-5620738,03","-0,2%","2,85%","7,52%","9,41%","1,71%","1,91%","1,42%"
"2023/01/10","2,287153","2795371536","0","-5410038,39","-0,19%","2,61%","7,67%","9,06%","1,62%","1,86%","1,41%"
"2023/01/09","2,292102","2806841977","0","63999,52","0%","2,93%","7,9%","9,28%","1,67%","1,87%","1,45%"
"2023/01/06","2,284445","2797401650","0","63608,09","0%","2,63%","7,11%","8,89%","1,67%","1,83%","1,41%"
"2023/01/05","2,275219","2786040663","0","-5566216,28","-0,2%","2,24%","6,86%","8,46%","1,55%","1,75%","1,36%"
"2023/01/04","2,280886","2798560072","0","61205,74","0%","2,57%","7,87%","8,74%","1,63%","1,8%","1,39%"
"2023/01/03","2,271536","2787027024","0","-175949,5","-0,01%","2,1%","7,39%","8,31%","1,49%","1,74%","1,35%"
"2023/01/02","2,269891","2785184538","0","0,49","0%","2,06%","7,31%","8,27%","1,4%","1,73%","1,36%"
"2022/12/31","2,268405","2783361197","0","-0,49","-0%","1,99%","7,44%","8,2%","1,48%","1,7%","1,46%"
"2022/12/30","2,267804","2782623763","0","-6819022,79","-0,24%","1,96%","7,41%","8,15%","1,48%","1,69%","1,46%"
"2022/12/29","2,267608","2789201702","0","30689,8","0%","2%","7,75%","8,11%","1,42%","1,69%","1,46%"
"2022/12/28","2,265336","2786376439","0","371378,78","0,01%","2,19%","7,84%","8,05%","1,38%","1,66%","1,45%"
